RN;SAT;Regi„o;UF;Latitude;Longitude;Altitude Normal (HN);Altitude Geometrica (h);Dif. Altitudes SAT-RN (h-HN);Fator de Conversao hgeoHNOR2020 ;Incerteza hgeoHNOR2020 ;Residuos
  2378L;91127;CENTRO-OESTE;DF;-15,9461897;-47,8842643;1102,6907;1090,005;-12,69;-12,72;0,05;0,04
  9518C;91137;CENTRO-OESTE;DF;-15,5874563;-48,1143042;1342,5733;1329,804;-12,77;-12,87;0,05;0,1
  2378G;91166;CENTRO-OESTE;DF;-15,9478;-47,8769802;1113,8244;1101,081;-12,74;-12,74;0,05;-0,01
  2378H;91167;CENTRO-OESTE;DF;-15,9467635;-47,8786248;1108,435;1095,703;-12,73;-12,73;0,05;0
  2378J;91168;CENTRO-OESTE;DF;-15,9486497;-47,8781856;1115,9802;1103,238;-12,74;-12,74;0,05;-0,01
  2369V;91200;CENTRO-OESTE;DF;-15,9474753;-47,877869;1118,6967;1106,02;-12,68;-12,74;0,05;0,06
  9305U;91315;CENTRO-OESTE;DF;-15,7813644;-47,7906928;1072,7786;1059,904;-12,87;-12,86;0,05;-0,02
  2223X;91316;CENTRO-OESTE;DF;-15,9603608;-47,6369519;964,0859;951,03;-13,06;-13,04;0,05;-0,02
  1361T;91317;CENTRO-OESTE;DF;-15,620219;-47,6723851;961,3151;947,91;-13,41;-13,15;0,05;-0,26
  2224E;91318;CENTRO-OESTE;DF;-16,0246319;-47,5457595;1038,6716;1025,616;-13,06;-13,12;0,06;0,06
  2194B;91319;CENTRO-OESTE;DF;-15,5633432;-47,6591913;1016,1522;1002,807;-13,35;-13,28;0,06;-0,07
  2194D;91320;CENTRO-OESTE;DF;-15,5304971;-47,625435;1038,0818;1024,758;-13,32;-13,4;0,06;0,08
  2226G;91321;CENTRO-OESTE;DF;-15,8507793;-47,624065;1048,5401;1035,494;-13,05;-13,07;0,05;0,02
  2226N;91322;CENTRO-OESTE;DF;-15,7339082;-47,6616107;923,9042;910,795;-13,11;-13,09;0,05;-0,02
  2227C;91323;CENTRO-OESTE;DF;-16,0374104;-47,4139167;872,2481;859,058;-13,19;-13,18;0,06;-0,01
  2227P;91324;CENTRO-OESTE;DF;-15,7900531;-47,3805571;940,9268;927,563;-13,36;-13,32;0,06;-0,04
  2227Z;91325;CENTRO-OESTE;DF;-15,6289667;-47,3566289;919,0618;905,579;-13,48;-13,52;0,06;0,04
  2223S;91326;CENTRO-OESTE;DF;-15,9479968;-47,7123234;1013,1697;1000,167;-13;-13,07;0,05;0,07
  1190A;91327;CENTRO-OESTE;DF;-15,9788127;-47,8195672;1059,718;1046,867;-12,85;-12,87;0,05;0,02
  2264G;91328;CENTRO-OESTE;DF;-15,556042;-48,1959684;940,497;927,434;-13,06;-13,08;0,05;0,01
  1190C;91329;CENTRO-OESTE;DF;-16,0197671;-47,8008205;882,7131;869,761;-12,95;-12,91;0,05;-0,04
  2263R;91330;CENTRO-OESTE;DF;-15,6938435;-48,216955;1076,601;1064,109;-12,49;-12,51;0,05;0,02
  2264C;91331;CENTRO-OESTE;DF;-15,6161161;-48,1979633;1126,8754;1114,13;-12,75;-12,79;0,05;0,05
  2223M;91332;CENTRO-OESTE;DF;-15,9377469;-47,8075108;1041,224;1028,395;-12,83;-12,84;0,05;0,02
  9501V;96123;CENTRO-OESTE;DF;-15,9274337;-47,8337306;1168,6037;1155,874;-12,73;-12,79;0,05;0,06
  2263Z;99660;CENTRO-OESTE;DF;-15,6750795;-48,203988;1099,4026;1086,869;-12,53;-12,57;0,05;0,04
  1357L;90937;CENTRO-OESTE;GO;-13,2809365;-49,9540385;290,9883;277,987;-13;-12,96;0,08;-0,04
  1256H;91309;CENTRO-OESTE;GO;-15,8515438;-50,0923884;665,9329;657,969;-7,96;-8,01;0,07;0,04
   661V;91314;CENTRO-OESTE;GO;-15,315472;-49,583386;579,7304;568,522;-11,21;-11,14;0,08;-0,07
  2362U;91358;CENTRO-OESTE;GO;-14,7504254;-46,9629681;461,8705;445,61;-16,26;-16,24;0,07;-0,02
  2277T;91360;CENTRO-OESTE;GO;-14,8982864;-47,7386286;982,1095;967,51;-14,6;-14,65;0,07;0,05
  1373E;91361;CENTRO-OESTE;GO;-13,3406232;-46,3759389;638,3163;623,057;-15,26;-15,25;0,07;-0,01
  1707L;91362;CENTRO-OESTE;GO;-14,0545757;-47,0762736;460,6738;443,894;-16,78;-16,73;0,06;-0,05
  2340E;91363;CENTRO-OESTE;GO;-14,4911083;-46,0623696;777,8343;764,557;-13,28;-13,38;0,08;0,1
  2398T;91364;CENTRO-OESTE;GO;-14,1083063;-46,4120805;800,6356;785,766;-14,87;-14,89;0,07;0,02
  2399S;91365;CENTRO-OESTE;GO;-14,1157494;-46,7303777;517,5092;501,206;-16,3;-16,3;0,06;0
  4000F;91366;CENTRO-OESTE;GO;-13,9836986;-46,8741615;433,1723;416,315;-16,86;-16,8;0,06;-0,06
   660Z;91373;CENTRO-OESTE;GO;-15,6838973;-49,3403456;649,8989;638,382;-11,52;-11,48;0,08;-0,03
   673U;91375;CENTRO-OESTE;GO;-13,8875283;-49,0554256;453,1866;441,048;-12,14;-12,14;0,08;0
  2275E;91378;CENTRO-OESTE;GO;-15,2207155;-48,5280176;720,1901;706,019;-14,17;-14,06;0,07;-0,11
   638U;91381;CENTRO-OESTE;GO;-17,9262043;-47,8089919;809,183;797,585;-11,6;-11,64;0,06;0,04
   638A;91382;CENTRO-OESTE;GO;-17,5824495;-47,8174121;952,8448;940,869;-11,98;-11,97;0,06;-0,01
   637F;91383;CENTRO-OESTE;GO;-17,2005422;-47,7409823;961,6525;949,469;-12,18;-12,25;0,07;0,07
  3239Z;91384;CENTRO-OESTE;GO;-17,5671427;-48,4380059;665,2464;652,837;-12,41;-12,39;0,06;-0,02
  3232F;91385;CENTRO-OESTE;GO;-17,4435609;-48,2078916;790,4738;778,266;-12,21;-12,24;0,06;0,03
  3212R;91386;CENTRO-OESTE;GO;-18,2690763;-48,5617577;544,7014;532,152;-12,55;-12,45;0,06;-0,1
  3227M;91387;CENTRO-OESTE;GO;-18,1239448;-48,3950397;803,3249;790,845;-12,48;-12,49;0,06;0,01
  3230Z;91388;CENTRO-OESTE;GO;-17,9388865;-48,078383;655,6636;643,405;-12,26;-12,24;0,06;-0,02
  1704V;91395;CENTRO-OESTE;GO;-13,4419353;-47,1484626;398,3832;380,581;-17,8;-17,81;0,08;0,01
   600M;91404;CENTRO-OESTE;GO;-16,5663485;-47,7910484;846,621;833,991;-12,63;-12,58;0,07;-0,05
   703E;91405;CENTRO-OESTE;GO;-16,2026745;-49,6039726;849,5473;840,755;-8,79;-8,81;0,07;0,01
  2267B;91406;CENTRO-OESTE;GO;-16,4254536;-48,1928315;974,6073;962,206;-12,4;-12,36;0,07;-0,04
  9516F;92539;CENTRO-OESTE;GO;-17,8945006;-51,8617609;858,3158;853,654;-4,66;-4,71;0,07;0,05
  9501X;92541;CENTRO-OESTE;GO;-18,0026049;-51,7718349;763,7636;758,742;-5,02;-4,98;0,07;-0,04
  9553N;92570;CENTRO-OESTE;GO;-17,7275465;-48,6154322;704,3292;691,172;-13,16;-12,72;0,06;-0,44
  3241V;92574;CENTRO-OESTE;GO;-17,9872536;-48,5352255;651,2964;638,528;-12,77;-12,75;0,05;-0,02
  3241S;92575;CENTRO-OESTE;GO;-17,98459;-48,5326045;651,4412;638,702;-12,74;-12,75;0,05;0,01
  3241R;92576;CENTRO-OESTE;GO;-17,9927717;-48,5290722;654,0645;641,316;-12,75;-12,74;0,05;-0,01
  2269M;92602;CENTRO-OESTE;GO;-14,1609415;-48,0755835;535,6113;520,119;-15,49;-15,54;0,06;0,05
  2269L;92603;CENTRO-OESTE;GO;-14,1816189;-48,076216;495,3096;479,788;-15,52;-15,56;0,05;0,04
  3254X;92604;CENTRO-OESTE;GO;-13,7312729;-48,1401703;333,5728;318,693;-14,88;-14,87;0,07;-0,01
  2326G;92613;CENTRO-OESTE;GO;-16,6901934;-49,2534493;801,2292;791,148;-10,08;-10,06;0,05;-0,02
  3250D;92619;CENTRO-OESTE;GO;-13,3896454;-48,1562263;341,6781;327,002;-14,68;-14,58;0,07;-0,1
   663Z;92620;CENTRO-OESTE;GO;-14,5271076;-49,1053157;527,8554;515,363;-12,49;-12,55;0,09;0,06
  3254Z;92622;CENTRO-OESTE;GO;-13,8860227;-48,1507703;702,6784;687,82;-14,86;-14,88;0,06;0,02
  9518A;92665;CENTRO-OESTE;GO;-15,8054768;-48,8760041;1330,3604;1319,111;-11,25;-11,42;0,08;0,17
  3261L;92713;CENTRO-OESTE;GO;-18,3884081;-49,0687672;523,6301;511,93;-11,7;-11,67;0,06;-0,03
   708E;92838;CENTRO-OESTE;GO;-17,1499275;-50,017456;597,468;589,237;-8,23;-8,29;0,07;0,06
   651J;92839;CENTRO-OESTE;GO;-18,2165898;-49,7374279;630,6911;621,797;-8,89;-8,97;0,07;0,08
  1236J;92840;CENTRO-OESTE;GO;-18,7697159;-51,3481388;481,6381;474,547;-7,09;-7,25;0,07;0,16
  1288T;92841;CENTRO-OESTE;GO;-17,5745672;-51,0908541;807,3909;801,734;-5,66;-5,63;0,08;-0,03
  1287S;92842;CENTRO-OESTE;GO;-17,1284195;-51,2242959;851,3262;846,014;-5,31;-5,34;0,08;0,03
   717Z;92843;CENTRO-OESTE;GO;-17,3572168;-52,679413;858,7061;855,003;-3,7;-3,66;0,09;-0,04
   700H;92844;CENTRO-OESTE;GO;-15,8644467;-50,8691884;322,4755;315,915;-6,56;-6,53;0,08;-0,03
   701Z;92845;CENTRO-OESTE;GO;-15,9338721;-50,1400324;490,57;482,844;-7,73;-7,72;0,07;-0,01
  1256L;92846;CENTRO-OESTE;GO;-15,8051168;-50,1207567;523,345;515,346;-8;-7,98;0,07;-0,02
  1258N;92847;CENTRO-OESTE;GO;-14,9525993;-50,5783406;313,1888;304,376;-8,81;-8,77;0,08;-0,05
  1282V;92848;CENTRO-OESTE;GO;-14,4931662;-50,0644912;417,2095;407,44;-9,77;-9,96;0,09;0,19
  1357V;92849;CENTRO-OESTE;GO;-13,2729941;-50,1625731;331,9163;319,143;-12,77;-12,81;0,08;0,04
  3200V;92858;CENTRO-OESTE;GO;-16,9311748;-48,3707941;957,7375;946,032;-11,71;-11,72;0,07;0,01
   674V;92861;CENTRO-OESTE;GO;-13,4352651;-49,1445341;397,3022;384,915;-12,39;-12,41;0,08;0,02
   691T;92875;CENTRO-OESTE;GO;-16,5884707;-50,0688146;654,0247;646,513;-7,51;-7,52;0,08;0,01
  1258Z;92876;CENTRO-OESTE;GO;-14,7592203;-50,53904;345,038;336,024;-9,01;-8,97;0,08;-0,04
  1266L;92877;CENTRO-OESTE;GO;-15,2671046;-51,1792235;273,163;266,314;-6,85;-6,91;0,09;0,06
   694A;92878;CENTRO-OESTE;GO;-16,3936256;-51,0633944;551,9805;546,468;-5,51;-5,53;0,08;0,02
  2191S;92879;CENTRO-OESTE;GO;-16,4384472;-51,8137488;357,3124;352,152;-5,16;-5,21;0,09;0,05
  2187A;92880;CENTRO-OESTE;GO;-18,1251592;-51,8937613;835,1565;830,365;-4,79;-4,81;0,07;0,02
  2185M;92881;CENTRO-OESTE;GO;-18,6983103;-52,0729095;733,2171;728,088;-5,13;-5,13;0,08;0
  2190G;92886;CENTRO-OESTE;GO;-16,9420884;-51,8113915;724,1403;719,43;-4,71;-4,74;0,08;0,03
  2173B;92889;CENTRO-OESTE;GO;-18,9994247;-50,5407522;454,2859;446,365;-7,92;-7,82;0,07;-0,1
  3230F;92890;CENTRO-OESTE;GO;-17,7044222;-49,4769319;555,2091;544,675;-10,53;-10,55;0,06;0,01
  3204T;92891;CENTRO-OESTE;GO;-17,691397;-49,813279;564,9158;555,595;-9,32;-9,31;0,07;-0,01
  3229E;92892;CENTRO-OESTE;GO;-17,3077091;-49,3907082;724,0292;713,202;-10,83;-10,75;0,06;-0,08
  2329S;92893;CENTRO-OESTE;GO;-17,3008295;-48,2933367;695,7339;683,655;-12,08;-12,05;0,06;-0,03
  3231L;92894;CENTRO-OESTE;GO;-17,7396131;-48,1618071;774,1519;761,801;-12,35;-12,31;0,06;-0,04
  3228L;92895;CENTRO-OESTE;GO;-18,1473701;-48,0513824;839,6899;827,905;-11,78;-11,79;0,06;0,01
   637S;92896;CENTRO-OESTE;GO;-17,4285876;-47,7972949;925,7018;913,651;-12,05;-12,08;0,06;0,03
   638Q;92897;CENTRO-OESTE;GO;-17,8364945;-47,7728999;908,4548;896,776;-11,68;-11,69;0,06;0,01
  2328C;92898;CENTRO-OESTE;GO;-17,1349996;-48,8283961;941,6512;929,986;-11,67;-11,8;0,07;0,13
   709B;92899;CENTRO-OESTE;GO;-17,3970426;-50,3799676;534,6094;527,786;-6,82;-6,92;0,08;0,1
  3207H;92900;CENTRO-OESTE;GO;-16,900811;-49,640491;591,0679;581,494;-9,57;-9,5;0,06;-0,08
  3241F;92901;CENTRO-OESTE;GO;-17,8883814;-48,5737009;764,743;751,956;-12,79;-12,8;0,05;0,01
  3211U;92902;CENTRO-OESTE;GO;-17,9724064;-48,6390481;643,5694;630,76;-12,81;-12,78;0,05;-0,03
  3210U;92903;CENTRO-OESTE;GO;-17,6464032;-48,7062057;754,7929;742,242;-12,55;-12,49;0,06;-0,06
  3206J;92904;CENTRO-OESTE;GO;-17,0928052;-49,8597337;619,2943;610,395;-8,9;-8,78;0,06;-0,12
  1237D;92905;CENTRO-OESTE;GO;-18,5625314;-51,1342254;516,9223;509,544;-7,38;-7,36;0,07;-0,02
   714R;92906;CENTRO-OESTE;GO;-18,7611906;-50,943272;497,346;489,548;-7,8;-7,76;0,07;-0,04
  3213Z;92908;CENTRO-OESTE;GO;-18,181501;-49,2907981;600,9025;589,773;-11,13;-11,09;0,06;-0,04
  3202Z;92909;CENTRO-OESTE;GO;-18,0079187;-49,3625821;791,0886;780,263;-10,83;-10,82;0,06;0
  3204B;92910;CENTRO-OESTE;GO;-17,7956398;-49,5771597;821,331;811,256;-10,08;-10,12;0,06;0,05
  2326T;92911;CENTRO-OESTE;GO;-16,7572608;-49,1250029;743,8189;733,115;-10,7;-10,57;0,05;-0,14
  2326Z;92912;CENTRO-OESTE;GO;-16,816715;-49,0557196;716,471;705,59;-10,88;-10,81;0,05;-0,07
  3207S;92913;CENTRO-OESTE;GO;-16,7927906;-49,5063544;792,0661;782,313;-9,75;-9,76;0,06;0,01
  3202B;92914;CENTRO-OESTE;GO;-16,6250165;-49,065207;904,2596;893,969;-10,29;-10,28;0,06;-0,01
  3201V;92915;CENTRO-OESTE;GO;-16,6198103;-48,9691351;939,0629;928,612;-10,45;-10,51;0,06;0,06
  2327G;92916;CENTRO-OESTE;GO;-16,896637;-48,9877591;787,8827;776,717;-11,17;-11,13;0,06;-0,03
  3208T;92917;CENTRO-OESTE;GO;-17,0208302;-49,2220345;766,0213;755,014;-11,01;-10,94;0,06;-0,07
  3208M;92918;CENTRO-OESTE;GO;-16,9350334;-49,2527023;903,3305;892,712;-10,62;-10,7;0,05;0,08
  2269B;92929;CENTRO-OESTE;GO;-14,3212326;-48,1699803;514,3758;498,919;-15,46;-15,48;0,06;0,02
  2275X;92931;CENTRO-OESTE;GO;-15,1028702;-48,2305106;609,5078;594,903;-14,6;-14,51;0,07;-0,09
  2276U;92932;CENTRO-OESTE;GO;-14,986313;-47,9967414;852,1228;837,622;-14,5;-14,5;0,07;0
  2269F;92933;CENTRO-OESTE;GO;-14,2298767;-48,1440701;550,6343;535,199;-15,44;-15,48;0,05;0,04
  2268U;92934;CENTRO-OESTE;GO;-14,4184397;-48,2304771;478,0504;462,754;-15,3;-15,29;0,07;0
  2270H;92935;CENTRO-OESTE;GO;-14,2273135;-47,8937488;699,604;683,943;-15,66;-15,6;0,06;-0,06
  2364S;92936;CENTRO-OESTE;GO;-14,475223;-47,0951898;455,8856;439,046;-16,84;-16,7;0,06;-0,14
  2365N;92937;CENTRO-OESTE;GO;-14,5898449;-47,270674;483,6878;467,194;-16,49;-16,37;0,06;-0,12
  2367L;92938;CENTRO-OESTE;GO;-14,0776199;-47,1088371;458,1244;441,334;-16,79;-16,72;0,06;-0,08
  4000N;92939;CENTRO-OESTE;GO;-14,0806965;-47,3090793;646,3441;630,103;-16,24;-16,29;0,06;0,05
  2366M;92940;CENTRO-OESTE;GO;-14,7053497;-47,5251598;1001,0578;985,873;-15,18;-15,34;0,07;0,15
  1703J;92941;CENTRO-OESTE;GO;-13,9689871;-47,4845685;1539,2204;1523,794;-15,43;-15,75;0,07;0,32
  3250V;92942;CENTRO-OESTE;GO;-13,2154432;-48,2073216;345,9654;331,507;-14,46;-14,4;0,07;-0,06
  2263N;99659;CENTRO-OESTE;GO;-15,7296886;-48,2481136;1158,4034;1146,011;-12,39;-12,42;0,06;0,03
  1362V;99696;CENTRO-OESTE;GO;-15,5523336;-47,2809594;933,856;920,083;-13,77;-13,77;0,06;-0,01
  9521H;90014;CENTRO-OESTE;MS;-20,4838974;-54,7875973;528,9439;531,331;2,39;2,37;0,07;0,02
  1501B;91288;CENTRO-OESTE;MS;-20,0519893;-51,8461119;482,0634;475,342;-6,72;-6,72;0,08;0
   255X;91289;CENTRO-OESTE;MS;-20,5554049;-52,4999399;323,2384;317,679;-5,56;-5,55;0,08;-0,01
  1505J;91290;CENTRO-OESTE;MS;-19,6160841;-52,5099986;379,3614;373,252;-6,11;-6,06;0,08;-0,05
   258Y;91291;CENTRO-OESTE;MS;-20,4291822;-55,3191999;194,9149;199,593;4,68;4,53;0,08;0,15
  1513J;91292;CENTRO-OESTE;MS;-19,7125195;-55,4112171;138,8521;144,259;5,41;5,38;0,08;0,03
  1514C;91293;CENTRO-OESTE;MS;-20,0622463;-55,6364253;152,3114;158,582;6,27;6,33;0,08;-0,05
  1207X;91294;CENTRO-OESTE;MS;-19,7916007;-54,3674329;619,4949;619,951;0,46;0,56;0,08;-0,11
  1208N;91295;CENTRO-OESTE;MS;-20,0990615;-54,4381046;551,8209;552,75;0,93;0,95;0,07;-0,02
  2259D;91296;CENTRO-OESTE;MS;-17,982899;-54,2264082;381,3087;380,334;-0,97;-0,98;0,09;0
  1507H;91297;CENTRO-OESTE;MS;-18,8388303;-53,1363225;716,6084;712,881;-3,73;-3,83;0,09;0,1
  1557E;91298;CENTRO-OESTE;MS;-20,7296133;-56,6278922;398,2077;409,997;11,79;11,69;0,09;0,1
  1520C;91299;CENTRO-OESTE;MS;-21,6929126;-54,7075688;384,5959;386,637;2,04;1,97;0,08;0,08
  1518J;91301;CENTRO-OESTE;MS;-21,6308651;-55,569669;563,1249;569,769;6,64;6,64;0,08;0
  1535L;91302;CENTRO-OESTE;MS;-22,4706279;-55,400953;573,5314;579,989;6,46;6,39;0,08;0,07
  1540V;91303;CENTRO-OESTE;MS;-23,4575066;-55,158689;414,211;419,045;4,83;4,82;0,07;0,01
  1564T;91304;CENTRO-OESTE;MS;-23,5345678;-54,395352;364,9611;366,869;1,91;1,91;0,07;0
  1571H;91305;CENTRO-OESTE;MS;-22,6395328;-54,0414466;382,815;382,206;-0,61;-0,65;0,08;0,04
  1531Z;91306;CENTRO-OESTE;MS;-22,3692595;-54,2089737;435,8452;435,734;-0,11;-0,02;0,08;-0,09
  1249E;91307;CENTRO-OESTE;MS;-21,6232648;-53,6517208;403,55;401,315;-2,24;-2,22;0,08;-0,02
  1247J;91308;CENTRO-OESTE;MS;-21,839886;-52,673203;352,7989;348,949;-3,85;-3,89;0,09;0,04
  2258B;92723;CENTRO-OESTE;MS;-18,1792446;-54,6376302;336,6231;337,582;0,96;1,03;0,09;-0,07
  3287D;92725;CENTRO-OESTE;MS;-19,0002814;-57,6296147;143,0754;156,591;13,52;13,53;0,09;-0,02
  1538M;92797;CENTRO-OESTE;MS;-22,4558418;-54,840447;416,0426;419,118;3,08;3,14;0,08;-0,07
  1540J;92798;CENTRO-OESTE;MS;-23,2214146;-55,2073434;452,8563;457,982;5,13;5,14;0,08;-0,02
  1561R;92799;CENTRO-OESTE;MS;-23,6759591;-55,394553;343,4589;349,418;5,96;5,96;0,08;0
  1563E;92800;CENTRO-OESTE;MS;-23,9795908;-55,0403344;418,6612;423,764;5,1;5,06;0,08;0,04
  1549G;92801;CENTRO-OESTE;MS;-23,7575801;-54,3060214;340,7572;343,006;2,25;2,28;0,07;-0,03
  1503L;92864;CENTRO-OESTE;MS;-20,444709;-52,8760012;322,3918;317,169;-5,22;-5,17;0,08;-0,05
   258A;92865;CENTRO-OESTE;MS;-20,4642502;-54,6163554;538,6311;540,419;1,79;1,77;0,07;0,02
  1251X;92866;CENTRO-OESTE;MS;-20,8057486;-54,5186635;525,8194;527,127;1,31;1,3;0,08;0,01
  1546U;92867;CENTRO-OESTE;MS;-21,9028542;-56,3510673;278,0639;288,168;10,1;10,13;0,07;-0,02
  1537N;92868;CENTRO-OESTE;MS;-22,1083031;-56,2235848;326,3298;335,613;9,28;9,25;0,08;0,04
  1545R;92869;CENTRO-OESTE;MS;-21,9732704;-56,8069818;305,1078;317,721;12,61;12,6;0,08;0,01
  1542B;92870;CENTRO-OESTE;MS;-21,6648489;-56,7321952;466,2496;478,734;12,48;12,41;0,08;0,08
  3287U;92871;CENTRO-OESTE;MS;-20,4355585;-56,0312679;176,6146;184,896;8,28;8,38;0,08;-0,1
  3299U;92872;CENTRO-OESTE;MS;-19,4072178;-57,0483856;88,1901;100,793;12,6;12,51;0,08;0,09
  3291E;92873;CENTRO-OESTE;MS;-19,5479063;-57,235474;88,6869;101,867;13,18;13,14;0,08;0,04
  1511T;92874;CENTRO-OESTE;MS;-19,1390702;-54,9223524;386,1037;389,494;3,39;3,32;0,09;0,08
  1237P;92882;CENTRO-OESTE;MS;-19,1717264;-51,6174882;426,3956;419,498;-6,9;-6,86;0,08;-0,04
  1238N;92883;CENTRO-OESTE;MS;-19,5084414;-51,2797598;420,9714;413,175;-7,8;-7,8;0,08;0
  1239N;92884;CENTRO-OESTE;MS;-19,920913;-51,1312176;445,5705;437,746;-7,82;-7,94;0,08;0,12
  1255Z;92885;CENTRO-OESTE;MS;-20,4491986;-51,4999785;337,241;330,147;-7,09;-7,03;0,07;-0,06
  1255G;92919;CENTRO-OESTE;MS;-20,6619624;-51,7949656;299,1252;292,496;-6,63;-6,53;0,07;-0,1
  1253L;92920;CENTRO-OESTE;MS;-21,3323731;-52,0946415;330,2755;324,762;-5,51;-5,43;0,08;-0,09
  1522U;92921;CENTRO-OESTE;MS;-21,0945664;-52,9792043;354,9825;350,754;-4,23;-4,21;0,09;-0,02
  1572B;92922;CENTRO-OESTE;MS;-22,2215134;-53,3321825;407,9419;405,829;-2,11;-2,11;0,08;-0,01
  1250D;92923;CENTRO-OESTE;MS;-21,5385493;-54,1764088;423,4711;423,081;-0,39;-0,37;0,08;-0,02
  1565T;92924;CENTRO-OESTE;MS;-23,08511;-54,1930444;326,3922;326,538;0,15;0,22;0,08;-0,08
  1516S;92925;CENTRO-OESTE;MS;-21,2188462;-55,9137845;279,807;287,918;8,11;8,06;0,08;0,05
  1556C;92926;CENTRO-OESTE;MS;-21,2219607;-56,3417114;268,0649;278,341;10,28;10,34;0,08;-0,06
  3297A;92927;CENTRO-OESTE;MS;-19,2269605;-56,371192;106,9835;117,048;10,06;10,07;0,09;0
  1510J;92928;CENTRO-OESTE;MS;-19,3958717;-53,9203872;565,8961;564,126;-1,77;-1,72;0,09;-0,05
  1506D;92930;CENTRO-OESTE;MS;-19,3031769;-52,7373553;517,3105;511,815;-5,5;-5,37;0,08;-0,13
  1220P;90295;CENTRO-OESTE;MT;-12,6728393;-55,7943447;322,2588;319,193;-3,07;-3,12;0,1;0,05
  1215Z;90404;CENTRO-OESTE;MT;-10,1852017;-54,9458594;292,8069;283,022;-9,78;-10,57;0,1;0,78
  9517B;91255;CENTRO-OESTE;MT;-13,8465854;-59,5563607;632,3092;645,808;13,5;13,59;0,08;-0,09
  1551S;91333;CENTRO-OESTE;MT;-10,0758203;-55,5863491;251,4422;242,34;-9,1;-9,03;0,09;-0,07
  1555G;91334;CENTRO-OESTE;MT;-9,9403054;-57,1338802;269,3026;264,576;-4,73;-4,51;0,09;-0,22
  1552X;91335;CENTRO-OESTE;MT;-9,9113691;-56,0510788;300,203;292,48;-7,72;-7,84;0,09;0,12
  1280Z;91337;CENTRO-OESTE;MT;-11,5355114;-57,4182386;257,0592;255,994;-1,07;-1,11;0,08;0,05
  1281X;91339;CENTRO-OESTE;MT;-11,2537184;-57,5083308;292,9633;290,018;-2,95;-2,92;0,08;-0,02
  1279N;91340;CENTRO-OESTE;MT;-11,5322438;-56,7579635;313,4322;308,86;-4,57;-4,53;0,09;-0,05
  1217S;91342;CENTRO-OESTE;MT;-11,0604319;-55,2727927;280,8352;269,713;-11,12;-11,16;0,09;0,03
  2229R;91343;CENTRO-OESTE;MT;-13,6589473;-57,8914344;569,0056;575,618;6,61;6,48;0,09;0,13
  2194X;91344;CENTRO-OESTE;MT;-11,4179684;-58,7598791;351,3202;355,207;3,89;3,68;0,09;0,2
  2234T;91345;CENTRO-OESTE;MT;-11,5810037;-58,3305606;278,1433;281,742;3,6;3,45;0,09;0,15
  2236Z;91346;CENTRO-OESTE;MT;-11,6283397;-59,0777419;369,4419;376,359;6,92;6,42;0,1;0,5
   752D;91347;CENTRO-OESTE;MT;-13,6271376;-59,7459815;668,7337;681,949;13,22;13,16;0,08;0,06
   751B;91348;CENTRO-OESTE;MT;-14,0771718;-59,436271;642,7692;656,875;14,11;13,98;0,08;0,13
   753T;91349;CENTRO-OESTE;MT;-12,8670893;-60,0636672;588,8902;601,744;12,85;12,88;0,09;-0,03
  1067G;91350;CENTRO-OESTE;MT;-13,7180915;-60,4856904;197,8338;213,242;15,41;15,26;0,09;0,15
  3220E;91410;CENTRO-OESTE;MT;-11,0003828;-51,625307;190,6346;176,344;-14,29;-14,15;0,09;-0,14
  3222J;91412;CENTRO-OESTE;MT;-10,1483208;-51,0901702;237,7393;222,508;-15,23;-15,27;0,09;0,04
  1275J;91413;CENTRO-OESTE;MT;-10,4216295;-54,2472933;413,09;401,148;-11,94;-11,86;0,09;-0,09
  3278M;92583;CENTRO-OESTE;MT;-15,555263;-56,0698666;235,5948;237,444;1,85;1,81;0,07;0,04
  3278N;92584;CENTRO-OESTE;MT;-15,5508491;-56,0558676;251,1426;252,938;1,8;1,76;0,07;0,03
  3278H;92586;CENTRO-OESTE;MT;-15,5542953;-56,0688301;223,0501;224,893;1,84;1,8;0,07;0,04
  3278J;92587;CENTRO-OESTE;MT;-15,5550094;-56,0706384;226,3627;228,211;1,85;1,81;0,07;0,04
  3278L;92588;CENTRO-OESTE;MT;-15,5559585;-56,0702852;230,7928;232,564;1,77;1,81;0,07;-0,04
  1202K;92722;CENTRO-OESTE;MT;-17,0971805;-54,760817;475,6869;477,444;1,76;1,27;0,12;0,49
  2197J;92802;CENTRO-OESTE;MT;-15,7553217;-53,6179385;611,0153;607,358;-3,66;-3,67;0,09;0,01
  1225B;92803;CENTRO-OESTE;MT;-15,4825401;-52,2031307;319,5509;314,148;-5,4;-5,45;0,09;0,04
  1227T;92804;CENTRO-OESTE;MT;-13,171468;-51,9201147;337,215;327,832;-9,38;-9,39;0,1;0,01
  1268V;92805;CENTRO-OESTE;MT;-11,7626086;-51,9614579;361,676;349,278;-12,4;-12,42;0,1;0,02
  1273L;92806;CENTRO-OESTE;MT;-10,5446818;-53,5831038;335,6013;323,324;-12,28;-12,34;0,1;0,07
   738L;92807;CENTRO-OESTE;MT;-16,7645773;-52,8376416;441,3362;437,255;-4,08;-4,05;0,09;-0,04
  1550D;92808;CENTRO-OESTE;MT;-10,5694516;-55,2060641;298,8505;288,614;-10,24;-10,33;0,09;0,09
